KATOTTG_2023,KOATUU_2020,category,name,english name
UA01080570000060174,0125687800,hromada,Оленівська ,
UA01080570010048789,0125687801,village,Оленівка,
UA01080570020047754,0125687802,village,Калинівка,Kalynivka
UA01080570030036989,0125687803,village,Маяк,
UA01080590000030182,0124385200,hromada,Оріхівська ,
UA01080590010087834,0124385201,village,Оріхове,
UA01080590020030723,0124385202,village,Михайлівка,Mykhailivka
UA01080590030057695,0124385204,village,Червоне,
UA01080590040061111,0124385205,village,Чоботарка,
UA01080610000042551,0124385600,hromada,Охотниківська ,
UA01080610010040352,0124385601,village,Охотникове,
UA01080610020056303,0124385602,village,Громовка,
UA01080610030035504,0124385603,village,Кар’єрне,
UA01080610040095458,0124385604,village,Наумівка,
UA01080610050059517,0124385605,village,Орлянка,
UA01080610060092924,0124385606,village,Рунне,
UA01080630000050017,0124386000,hromada,Ромашкінська ,
UA01080630010038509,0124386001,village,Ромашкине,
UA01080630020045752,0124386002,village,Колоски,
UA01080650000098466,0111400000,hromada,Сакська ,
UA01080650010078157,0111400000,city,Саки,Saky
UA01080670000081722,0124386500,hromada,Сизівська ,
UA01080670010069089,0124386501,village,Сизівка,
UA01080670020056850,0124386502,village,Водопійне,
UA01080670030068470,0124386505,village,Іллінка,
UA01080670040011372,0124386506,village,Лугове,
UA01080690000089219,0124386800,hromada,Стовпівська ,
UA01080690010058793,0124386801,village,Стовпове,
UA01080690020090324,0124386802,village,Лушине,
UA01080710000034293,0124387000,hromada,Суворовська ,
UA01080710010090219,0124387001,village,Суворовське,
UA01080710020018671,0124387002,village,Велике,
UA01080710030023125,0124387004,village,Жовтокам’янка,
UA01080710040086519,0124387005,village,Каменоломня,
UA01080710050093195,0124387006,village,Лиманне,
UA01080710060066566,0124387007,village,Побєдне,
UA01080710070055581,0124387008,village,Тунельне,
UA01080730000098259,0124387700,hromada,Уютненська ,
UA01080730010071696,0124387701,village,Уютне,
UA01080750000013468,0124388000,hromada,Фрунзенська ,
UA01080750010098495,0124388001,village,Багайли,
UA01080770000058252,0125655100,hromada,Чорноморська ,
UA01080770010068666,0125655100,urban village,Чорноморське,Chornomorske
UA01080790000011419,0124388800,hromada,Штормівська ,
UA01080790010016972,0124388801,village,Штормове,
UA01080790020064888,0124388802,village,Криловка,
UA01080790030093226,0124388803,village,Попівка,
UA01080790040022141,0124388804,village,Привітне,
UA01080790050041349,0124388805,village,Хуторок,
UA01100000000047924,new district,district,Керченський,
UA01100010000022797,0122755300,hromada,Багерівська ,
UA01100010010089286,0122755300,urban village,Багерове,
UA01100010020045317,0122755301,village,Іванівка,Ivanivka
UA01100030000048819,0122780800,hromada,Батальненська ,
UA01100030010061158,0122780801,village,Батальне,
UA01100030020040197,0122780802,village,Южне,
UA01100030030081529,0122780803,village,Ячмінне,
UA01100050000032249,0122781200,hromada,Бєлінська ,
UA01100050010033109,0122781201,village,Бєлінське,
UA01100050020018128,0122781202,village,Верхньозаморське,
UA01100050030023447,0122781203,village,Золоте,
UA01100050040044550,0122781204,village,Нижньозаморське,
UA01100050050052182,0122781205,village,Нововідрадне,
UA01100050060048177,0122781206,village,Станційне,
UA01100070000027051,0122781300,hromada,Виноградненська ,
UA01100070010038968,0122781301,village,Виноградне,
UA01100070020081236,0122781302,village,Романове,
UA01100090000034261,0122781600,hromada,Войковська ,
UA01100090010047333,0122781601,village,Катирлез,
UA01100090020099043,0122781602,village,Бондаренкове,
UA01100090030049514,0122781604,village,Курортне,
UA01100090040091950,0122781603,settlement,Єгорове,
UA01100110000093635,0122782000,hromada,Глазівська ,
UA01100110010054202,0122782001,village,Глазівка,
UA01100110020019374,0122782002,village,Осовини,
UA01100110030086898,0122782003,village,Юркине,
UA01100130000078291,0122782400,hromada,Горностаївська ,
UA01100130010059529,0122782401,village,Горностаївка,Hornostaivka
UA01100150000050037,0122782800,hromada,Завітненська ,
UA01100150010015406,0122782801,village,Завітне,
UA01100150020019833,0122782802,village,Костиріне,
UA01100150030031394,0122782803,village,Набережне,
UA01100150040032724,0122782804,village,Яковенкове,
UA01100170000080650,0122783200,hromada,Іллічівська ,
UA01100170010020532,0122783201,village,Кара-Кую,
UA01100190000015603,0122783600,hromada,Калинівська ,
UA01100190010010644,0122783601,village,Калинівка ,
UA01100210000043998,0111200000,hromada,Керченська ,
UA01100210010057785,0111200000,city,Керч,
UA01100230000026110,0122783700,hromada,Кіровська ,
UA01100230010066115,0122783701,village,Карса,
UA01100230020078544,0122783702,village,Вулканівка,
UA01100230030026705,0122783703,village,Ярке,
UA01100250000014231,0122783900,hromada,Красногірська ,
UA01100250010014504,0122783901,village,Красногірка,
UA01100250020023351,0122783902,village,Корольове,
UA01100270000099943,0122755100,hromada,Ленінська,
UA01100270010050554,0122755100,urban village,Єди-Кую,
UA01100290000081734,0122784600,hromada,Ленінська,
UA01100290010046684,0122784601,village,Полтавське,
UA01100290020083409,0122784603,village,Фонтан,
UA01100310000012013,0122784800,hromada,Лугівська ,
UA01100310010010909,0122784801,village,Лугове,
UA01100310020064205,0122784802,village,Єрофєєве,
UA01100330000092816,0122785400,hromada,Мар’ївська ,
UA01100330010013955,0122785401,village,Мар’ївка,
UA01100330020075777,0122785402,village,Борисівка,
UA01100330030028465,0122785403,village,В’язникове,
UA01100330040079238,0122785404,village,Пташкине,
UA01100350000026967,0122785100,hromada,Марфівська ,
UA01100350010060639,0122785101,village,Марфівка,
UA01100350020090496,0122785103,village,Новоселівка,
UA01100350030045697,0122785104,village,Прудникове,
UA01100370000049378,0122785800,hromada,Мисівська ,
UA01100370010043734,0122785801,village,Мисове,
UA01100370020044198,0122785802,village,Азовське,
UA01100370030067307,0122785803,village,Заводське,
UA01100370040010689,0122785804,village,Семенівка,Semenivka
UA01100390000084753,0122786100,hromada,Новомиколаївська ,
UA01100390010069923,0122786101,village,Новомиколаївка,Novomykolaivka
UA01100410000053805,0122786200,hromada,Октябрська ,
UA01100410010060197,0122786201,village,Мелек-Чесме,
UA01100430000049599,0122780400,hromada,Останінська ,
UA01100430010070725,0122780401,village,Останіне,
UA01100430020010219,0122780402,village,Зелений Яр,
UA01100430030049330,0122780404,village,Пісочне,
UA01100450000022147,0122786400,hromada,Приозернівська ,
UA01100450010037802,0122786401,village,Приозерне,
UA01100470000038508,0122787500,hromada,Семисотська ,
UA01100470010097617,0122787501,village,Семисотка,
UA01100470020083418,0122787502,village,Кам’янське,
UA01100470030091951,0122787503,village,Львове,
UA01100470040034528,0122787504,village,Петрове,Petrove
UA01100470050076272,0122787505,village,Соляне,
UA01100470060021944,0122787506,village,Фронтове,
UA01100490000049777,0122788000,hromada,Уварівська ,
UA01100490010066249,0122788001,village,Уварове,
UA01100510000028045,0122788400,hromada,Челядінівська ,
UA01100510010023855,0122788401,village,Челядінове,
UA01100510020046508,0122788402,village,Огоньки,
UA01100530000065789,0122788600,hromada,Чистопільська ,
UA01100530010017276,0122788601,village,Чистопілля,
UA01100530020055718,0122788602,village,Затишне,
UA01100530030057524,0122788603,village,Китай,
UA01100530040015676,0122788604,village,Тасунове,
UA01100550000039383,0122710500,hromada,Щолкінська ,
UA01100550010023633,0122710500,city,Щолкіне,
UA01120000000061837,new district,district,Курманський,
UA01120010000079122,0123580200,hromada,Абрикосівська ,
UA01120010010061089,0123580201,village,Абрикосове,
UA01120030000034644,0122080600,hromada,Амурська ,
UA01120030010073062,0122080601,village,Амурське,
UA01120030020090776,0122080602,village,Іскра,
UA01120030030030658,0122080603,village,Новозуївка,
UA01120030040088785,0122080604,village,Новоіванівка,
UA01120030050043997,0122080605,village,Новоолексіївка,
UA01120030060038279,0122080606,village,Цвіткове,
UA01120050000065266,0123580400,hromada,Войковська ,
UA01120050010085180,0123580401,village,Айбар,
UA01120050020024131,0123580402,village,Відкрите,
UA01120050030020437,0123580403,village,Дмитрівка,
UA01120070000057928,0122080800,hromada,Восходненська ,
UA01120070010056807,0122080801,village,Восход,
UA01120070020029454,0122080802,village,Володимирове,
UA01120070030093951,0122080803,village,Доходне,
UA01120070040023302,0122080805,village,Знам’янка,Znamianka
UA01120070050019025,0122080804,village,Зоря,
UA01120070060071876,0122080806,village,Климове,
UA01120070070082009,0122080807,village,Нахімове,
UA01120070080078399,0122080810,village,Нейшпроцунг,
UA01120070090069749,0122080808,village,Новосільці,
UA01120070100018597,0122080809,village,Плодородне,
UA01120090000095623,0123580800,hromada,Гвардійська ,
UA01120090010041528,0123580801,village,Гвардійське,
UA01120090020050245,0123580802,village,Братське,Bratske
